,time,amp
0.186,2.978198635613694,17
0.187,3.2113879468380304,17
0.188,3.403837590886781,17
0.189,3.553656123683216,17
0.19,3.659441810882965,17
0.191,3.7202983034840074,17
0.192,3.7358445494078345,17
0.193,3.7062188283767945,17
0.194,3.632076864400847,17
0.195,3.5145840376956925,17
0.196,3.3554017851137963,17
0.197,3.1566683444138586,17
0.198,2.92097406216741,17
0.199,2.651331547068745,17
0.2,2.3511410091698832,17
0.201,2.024151180436081,17
0.202,1.6744162623839511,17
0.203,1.306249391849608,17
0.204,0.9241731556219284,17
0.205,0.5328677183142829,17
0.206,0.1371171550523069,17
0.207,-0.2582453989829455,17
0.208,-0.6483931566326809,17
0.209,-1.028561012580541,17
0.21,-1.394100171885344,17
0.211,-1.740531450237549,17
0.212,-2.063596638093748,17
0.213,-2.3593073429146183,17
0.214,-2.623990752480715,17
0.215,-2.8543317973586984,17
0.216,-3.047411231638097,17
0.217,-3.200739197588274,17
0.218,-3.312283891365347,17
0.219,-3.3804950027438623,17
0.22,-3.4043216614206138,17
0.221,-3.3832246850595227,17
0.222,-3.3171829892029647,17
0.223,-3.206694085726086,17
0.224,-3.05276866389776,17
0.225,-2.856919315566924,17
0.226,-2.621143532747155,17
0.227,-2.347901171164473,17
0.228,-2.040086636419604,17
0.229,-1.7009961095767543,17
0.23,-1.3342901855410318,17
0.231,-0.9439523498810344,17
0.232,-0.5342437671960413,17
0.233,-0.1096548961776721,17
0.234,0.3251455173053134,17
0.235,0.7653634878758588,17
0.236,1.2061342745777563,17
0.237,1.642577680192538,17
0.238,2.069853535768165,17
0.239,2.483216738063822,17
0.24,2.8780712127020136,17
0.241,3.250022188055307,17
0.242,3.5949261841404585,17
0.243,3.90893814682899,17
0.244,4.188555190212199,17
0.245,4.430656448610916,17
0.246,4.632538584054458,17
0.247,4.791946544564258,17
0.248,4.907099222701045,17
0.249,4.976709721953728,17
0.25,5.0,17
0.251,4.976709721953727,17
0.252,4.907099222701044,17
0.253,4.791946544564256,17
0.254,4.632538584054457,17
0.255,4.430656448610913,17
0.256,4.188555190212195,17
0.257,3.9089381468289854,17
0.258,3.594926184140454,17
0.259,3.2500221880553024,17
0.26,2.8780712127020083,17
0.261,2.4832167380638035,17
0.262,2.069853535768146,17
0.263,1.642577680192518,17
0.264,1.2061342745777357,17
0.265,0.7653634878758524,17
0.266,0.3251455173053074,17
0.267,-0.1096548961776916,17
0.268,-0.5342437671960603,17
0.269,-0.9439523498810524,17
0.27,-1.3342901855410485,17
0.271,-1.7009961095767694,17
0.272,-2.040086636419619,17
0.273,-2.3479011711644877,17
0.274,-2.621143532747166,17
0.275,-2.8569193155669272,17
0.276,-3.052768663897763,17
0.277,-3.206694085726091,17
0.278,-3.317182989202968,17
0.279,-3.383224685059523,17
0.28,-3.404321661420612,17
0.281,-3.38049500274386,17
0.282,-3.3122838913653427,17
0.283,-3.200739197588267,17
0.284,-3.047411231638088,17
0.285,-2.8543317973586952,17
0.286,-2.623990752480711,17
0.287,-2.359307342914603,17
0.288,-2.063596638093731,17
0.289,-1.7405314502375555,17
0.29,-1.3941001718853512,17
0.291,-1.0285610125805469,17
0.292,-0.6483931566326745,17
0.293,-0.2582453989829391,17
0.294,0.1371171550523134,17
0.295,0.5328677183142895,17
0.296,0.9241731556219356,17
0.297,1.3062493918496154,17
0.298,1.6744162623839562,17
0.299,2.024151180436086,17
0.3,2.3511410091699005,17
0.301,2.65133154706875,17
0.302,2.9209740621674247,17
0.303,3.156668344413863,17
0.304,3.3554017851137936,17
0.305,3.5145840376956965,17
0.306,3.632076864400847,17
0.307,3.706218828376795,17
0.308,3.735844549407835,17
0.309,3.720298303484007,17
0.31,3.659441810882965,17
0.311,3.5536561236832123,17
0.312,3.40383759088678,17
0.313,3.211387946838036,17
0.314,2.9781986356136927,17
0.315,2.706629549763218,17
0.316,2.399482425449905,17
0.317,2.059969196955968,17
0.318,1.6916756709737442,17
0.319,1.2985209344577018,17
0.32,0.8847129584462229,17
0.321,0.4547009036285213,17
0.322,0.0131246710308243,17
0.323,-0.4352377273955617,17
0.324,-0.8855243786477637,17
0.325,-1.3328446413474837,17
0.326,-1.7723346525809995,17
0.327,-2.199212536448657,17
0.328,-2.608832685261744,17
0.329,-2.996738494889428,17
0.33,-3.358712953369712,17
0.331,-3.690826506361902,17
0.332,-3.989481654048498,17
0.333,-4.251453771344276,17
0.334,-4.473927686309354,17
0.335,-4.654529600005271,17
0.336,-4.79135398412472,17
0.337,-4.882985149962009,17
0.338,-4.928513243021452,17
0.339,-4.927544481090344,17
0.34,-4.880205519209904,17
0.341,-4.7871418919122615,17
0.342,-4.649510550592101,17
0.343,-4.46896658117842,17
0.344,-4.2476442535974215,17
0.345,-3.9881326191169615,17
0.346,-3.6934459337985697,17
0.347,-3.3669892452472974,17
0.348,-3.0125195349713048,17
0.349,-2.6341028593111027,17
0.35,-2.2360679774997747,17
0.351,-1.8229569954452256,17
0.352,-1.3994735878331404,17
0.353,-0.9704293887408376,17
0.354,-0.5406891618205568,17
0.355,-0.1151153750089575,17
0.356,0.3014871885001472,17
0.357,0.7044261517084643,17
0.358,1.0891749739973964,17
0.359,1.451424481079147,17
0.36,1.7871319074196048,17
0.361,2.092566892200657,17
0.362,2.364353904625463,17
0.363,2.599510615078242,17
0.364,2.795481774871817,17
0.365,2.950168218519404,17
0.366,3.061950658072955,17
0.367,3.1297079984409573,17
0.368,3.152829965060342,17
0.369,3.1312239001360407,17
0.37,3.0653156501395777,17
0.371,2.956044534617075,17
0.372,2.8048524538292656,17
0.373,2.613667259562208,17
0.374,2.38488057884668,17
0.375,2.1213203435596286,17
0.376,1.8262183392341085,17
0.377,1.5031731431838566,17
0.378,1.1561088746114303,17
0.379,0.7892302271120616,17
0.38,0.4069742963669325,17
0.381,0.0139597523568762,17
0.382,-0.3850660642992763,17
0.383,-0.7852815186080002,17
0.384,-1.1818459100028396,17
0.385,-1.5699549238964714,17
0.386,-1.9448956736522731,17
0.387,-2.302100705306548,17
0.388,-2.6372003491917035,17
0.389,-2.9460728214488188,17
0.39,-3.2248915040605963,17
0.391,-3.4701688641935253,17
0.392,-3.678796511939468,17
0.393,-3.848080939561019,17
0.394,-3.975774534564704,17
0.395,-4.06010151279522,17
0.396,-4.09977847564434,17
0.397,-4.094029356743063,17
0.398,-4.042594587454513,17
0.399,-3.945734376380016,17
0.4,-3.804226065180608,17
0.401,-3.619355590535878,17
0.402,-3.3929031492420143,17
0.403,-3.127123229525965,17
0.404,-2.824719235868371,17
0.405,-2.488812996254364,17
0.406,-2.122909499103342,17
0.407,-1.730857261504769,17
0.408,-1.3168047801839478,17
0.409,-0.8851535612738355,17
0.41,-0.4405082639679384,17
0.411,0.0123754739726897,17
0.412,0.468644934458044,17
0.413,0.9234053270039424,17
0.414,1.3717752796599902,17
0.415,1.8089421807207189,17
0.416,2.230216740705467,17
0.417,2.631086152977315,17
0.418,3.0072652473403307,17
0.419,3.35474505382601,17
0.42,3.6698382233956304,17
0.421,3.949220788105655,17
0.422,4.189969785002869,17
0.423,4.389596315156492,17
0.424,4.546073661261786,17
0.425,4.657860143567097,17
0.426,4.723916453845481,17
0.427,4.74371727006636,17
0.428,4.717257019607263,17
0.429,4.645049725535728,17
0.43,4.528122937927956,17
0.431,4.368005819604379,17
0.432,4.166711522285268,17
0.433,3.926714054241336,17
0.434,3.650919903295084,17
0.435,3.3426347388002617,17
0.436,3.0055255723112,17
0.437,2.6435788084078005,17
0.438,2.2610546639801923,17
0.439,1.8624384756605936,17
0.44,1.452389450552361,17
0.441,1.0356874445385782,17
0.442,0.6171783749256448,17
0.443,0.2017188897353051,17
0.444,-0.205879075579467,17
0.445,-0.6009032219439889,17
0.446,-0.9787946648787064,17
0.447,-1.3351999540712312,17
0.448,-1.666020741308732,17
0.449,-1.9674605305892328,17
0.45,-2.2360679774997894,17
0.451,-2.4687762442922363,17
0.452,-2.6629379620554,17
0.453,-2.816355401465801,17
0.454,-2.927305508222511,17
0.455,-2.9945595178171844,17
0.456,-3.017396926086576,17
0.457,-2.995613656340504,17
0.458,-2.9295243300176743,17
0.459,-2.8199586150422755,17
0.46,-2.6682516935689167,17
0.461,-2.4762289578429524,17
0.462,-2.2461851087030773,17
0.463,-1.980857895064199,17
0.464,-1.6833967938117385,17
0.465,-1.357326987220144,17
0.466,-1.0065090486174413,17
0.467,-0.6350947959472428,17
0.468,-0.2474798165672816,17
0.469,0.1517467954236464,17
0.47,0.5578549162577009,17
0.471,0.9660274856471732,17
0.472,1.3714155992588282,17
0.473,1.7691939723640144,17
0.474,2.154616142274428,17
0.475,2.5230687801447624,17
0.476,2.8701244928657808,17
0.477,3.1915925129761544,17
0.478,3.483566698585847,17
0.479,3.742470295959334,17
0.48,3.9650969543005328,17
0.481,4.148647524993068,17
0.482,4.290762225594494,17
0.483,4.389547801710793,17
0.484,4.443599376888322,17
0.485,4.452016741202474,17
0.486,4.414414892607529,17
0.487,4.330928710616101,17
0.488,4.202211708754178,17
0.489,4.029428879725751,17
0.49,3.8142437145503942,17
0.491,3.558799543341037,17
0.492,3.2656954101092763,17
0.493,2.937956756286215,17
0.494,2.579001246815806,17
0.495,2.1926001280417085,17
0.496,1.782835557537442,17
0.497,1.3540543919397197,17
0.498,0.91081895921753,17
0.499,0.4578553761791502,17
0.5,-5.270933081426325e-15,17
0.501,-0.4578553761791607,17
0.502,-0.9108189592175404,17
0.503,-1.3540543919397297,17
0.504,-1.7828355575374517,17
0.505,-2.192600128041717,17
0.506,-2.579001246815814,17
0.507,-2.9379567562862223,17
0.508,-3.2656954101092834,17
0.509,-3.558799543341043,17
0.51,-3.814243714550401,17
0.511,-4.029428879725755,17
0.512,-4.202211708754182,17
0.513,-4.330928710616101,17
0.514,-4.414414892607529,17
0.515,-4.452016741202471,17
0.516,-4.44359937688832,17
0.517,-4.389547801710788,17
0.518,-4.290762225594489,17
0.519,-4.148647524993064,17
0.52,-3.965096954300525,17
0.521,-3.742470295959329,17
0.522,-3.483566698585818,17
0.523,-3.191592512976146,17
0.524,-2.870124492865746,17
0.525,-2.523068780144727,17
0.526,-2.154616142274392,17
0.527,-1.769193972363976,17
0.528,-1.37141559925879,17
0.529,-0.9660274856471334,17
0.53,-0.5578549162576907,17
0.531,-0.1517467954236061,17
0.532,0.2474798165672926,17
0.533,0.6350947959472808,17
0.534,1.0065090486174766,17
0.535,1.3573269872201763,17
0.536,1.6833967938117689,17
0.537,1.9808578950642264,17
0.538,2.2461851087031013,17
0.539,2.476228957842973,17
0.54,2.6682516935689344,17
0.541,2.819958615042279,17
0.542,2.929524330017683,17
0.543,2.9956136563405087,17
0.544,3.017396926086576,17
0.545,2.994559517817181,17
0.546,2.927305508222503,17
0.547,2.8163554014657888,17
0.548,2.662937962055384,17
0.549,2.4687762442922168,17
0.55,2.2360679774997827,17
0.551,1.9674605305892063,17
0.552,1.6660207413087231,17
0.553,1.3351999540711983,17
0.554,0.9787946648786716,17
0.555,0.6009032219439524,17
0.556,0.2058790755794287,17
0.557,-0.2017188897353443,17
0.558,-0.6171783749256852,17
0.559,-1.0356874445386182,17
0.56,-1.4523894505524009,17
0.561,-1.8624384756606047,17
0.562,-2.261054663980229,17
0.5630000000000001,-2.6435788084078364,17
0.5640000000000001,-3.005525572311233,17
0.5650000000000001,-3.3426347388002937,17
0.5660000000000001,-3.650919903295112,17
0.5670000000000001,-3.9267140542413617,17
0.5680000000000001,-4.16671152228529,17
0.5690000000000001,-4.368005819604399,17
0.5700000000000001,-4.52812293792796,17
0.5710000000000001,-4.6450497255357375,17
0.5720000000000001,-4.717257019607265,17
0.5730000000000001,-4.743717270066361,17
0.5740000000000001,-4.723916453845479,17
0.5750000000000001,-4.65786014356709,17
0.5760000000000001,-4.546073661261776,17
0.577,-4.389596315156501,17
0.578,-4.189969785002878,17
0.579,-3.9492207881056665,17
0.58,-3.6698382233956415,17
0.581,-3.354745053826025,17
0.582,-3.0072652473403463,17
0.583,-2.631086152977309,17
0.584,-2.230216740705458,17
0.585,-1.8089421807207104,17
0.586,-1.37177527965998,17
0.587,-0.9234053270039302,17
0.588,-0.4686449344580334,17
0.589,-0.0123754739726775,17
0.59,0.4405082639679488,17
0.591,0.8851535612738457,17
0.592,1.3168047801839555,17
0.593,1.730857261504778,17
0.594,2.1229094991033484,17
0.595,2.4888129962543712,17
0.596,2.8247192358683795,17
0.597,3.1271232295259708,17
0.598,3.3929031492420205,17
0.599,3.6193555905358816,17
0.6,3.804226065180619,17
0.601,3.945734376380015,17
0.602,4.042594587454512,17
0.603,4.09402935674306,17
0.604,4.099778475644333,17
0.605,4.060101512795217,17
0.606,3.9757745345647,17
0.607,3.848080939561015,17
0.608,3.678796511939474,17
0.609,3.4701688641935,17
0.61,3.2248915040605857,17
0.611,2.946072821448809,17
0.612,2.637200349191714,17
0.613,2.3021007053065112,17
0.614,1.944895673652263,17
0.615,1.569954923896459,17
0.616,1.1818459100028282,17
0.617,0.7852815186080142,17
0.618,0.3850660642992352,17
0.619,-0.0139597523568903,17
0.62,-0.4069742963669449,17
0.621,-0.7892302271120456,17
0.622,-1.1561088746114672,17
0.623,-1.503173143183866,17
0.624,-1.8262183392341187,17
0.625,-2.121320343559638,17
0.626,-2.384880578846672,17
0.627,-2.613667259562231,17
0.628,-2.804852453829273,17
0.629,-2.95604453461708,17
0.63,-3.0653156501395737,17
0.631,-3.131223900136048,17
0.632,-3.1528299650603424,17
0.633,-3.1297079984409573,17
0.634,-3.0619506580729583,17
0.635,-2.9501682185194102,17
0.636,-2.795481774871802,17
0.637,-2.5995106150782377,17
0.638,-2.3643539046254567,17
0.639,-2.092566892200668,17
0.64,-1.787131907419576,17
0.641,-1.4514244810791377,17
0.642,-1.0891749739973864,17
0.643,-0.7044261517084797,17
0.644,-0.3014871885001096,17
0.645,0.1151153750089966,17
0.646,0.5406891618205683,17
0.647,0.9704293887408492,17
0.648,1.399473587833124,17
0.649,1.822956995445293,17
0.65,2.236067977499813,17
0.651,2.634102859311139,17
0.652,3.0125195349713145,17
0.653,3.366989245247353,17
0.654,3.693445933798599,17
0.655,3.988132619116989,17
0.656,4.247644253597429,17
0.657,4.468966581178425,17
0.658,4.649510550592128,17
0.659,4.787141891912272,17
0.66,4.880205519209912,17
0.661,4.9275444810903455,17
0.662,4.928513243021451,17
0.663,4.8829851499620025,17
0.664,4.79135398412471,17
0.665,4.654529600005267,17
0.666,4.473927686309348,17
0.667,4.251453771344255,17
0.668,3.989481654048472,17
0.669,3.690826506361875,17
0.67,3.3587129533697024,17
0.671,2.9967384948893714,17
0.672,2.608832685261708,17
0.673,2.199212536448618,17
0.674,1.7723346525809878,17
0.675,1.3328446413474704,17
0.676,0.8855243786477232,17
0.677,0.4352377273955211,17
0.678,-0.0131246710308632,17
0.679,-0.4547009036285331,17
0.68,-0.8847129584462856,17
0.681,-1.2985209344577378,17
0.682,-1.6916756709737792,17
0.683,-2.059969196955977,17
0.684,-2.3994824254499547,17
0.685,-2.706629549763243,17
0.686,-2.978198635613714,17
0.687,-3.21138794683804,17
0.6880000000000001,-3.403837590886784,17
0.6890000000000001,-3.5536561236832265,17
0.6900000000000001,-3.65944181088297,17
0.6910000000000001,-3.72029830348401,17
0.6920000000000001,-3.735844549407834,17
0.6930000000000001,-3.706218828376784,17
0.6940000000000001,-3.632076864400833,17
0.6950000000000001,-3.5145840376956814,17
0.6960000000000001,-3.355401785113787,17
0.6970000000000001,-3.1566683444138564,17
0.6980000000000001,-2.9209740621673776,17
0.6990000000000001,-2.651331547068721,17
0.7000000000000001,-2.3511410091698703,17
0.7010000000000001,-2.024151180436076,17
0.7020000000000001,-1.6744162623839085,17
0.7030000000000001,-1.3062493918495623,17
0.704,-0.9241731556219488,17
0.705,-0.5328677183143155,17
0.706,-0.1371171550522987,17
0.707,0.2582453989829378,17
0.708,0.6483931566326613,17
0.709,1.0285610125805191,17
0.71,1.3941001718853645,17
0.711,1.740531450237555,17
0.712,2.063596638093743,17
0.713,2.3593073429146028,17
0.714,2.623990752480703,17
0.715,2.854331797358711,17
0.716,3.0474112316381,17
0.717,3.2007391975882724,17
0.718,3.3122838913653414,17
0.719,3.380495002743868,17
0.72,3.4043216614206147,17
0.721,3.3832246850595245,17
0.722,3.317182989202969,17
0.723,3.206694085726097,17
0.724,3.0527686638977545,17
0.725,2.856919315566921,17
0.726,2.62114353274716,17
0.727,2.347901171164488,17
0.728,2.040086636419591,17
0.729,1.70099610957675,17
0.73,1.3342901855410398,17
0.731,0.9439523498810554,17
0.732,0.5342437671960775,17
0.733,0.1096548961776671,17
0.734,-0.3251455173053192,17
0.735,-0.7653634878758494,17
0.736,-1.2061342745777337,17
0.737,-1.642577680192557,17
0.738,-2.0698535357681704,17
0.739,-2.4832167380638133,17
0.74,-2.878071212702006,17
0.741,-3.250022188055288,17
0.742,-3.5949261841404736,17
0.743,-3.9089381468289934,17
0.744,-4.188555190212194,17
0.745,-4.430656448610905,17
0.746,-4.632538584054473,17
0.747,-4.791946544564263,17
0.748,-4.907099222701047,17
0.749,-4.976709721953727,17
0.75,-5.0,17
0.751,-4.976709721953725,17
0.752,-4.907099222701043,17
0.753,-4.791946544564259,17
0.754,-4.6325385840544655,17
0.755,-4.430656448610896,17
0.756,-4.188555190212183,17
0.757,-3.908938146828983,17
0.758,-3.594926184140461,17
0.759,-3.250022188055274,17
0.76,-2.8780712127019914,17
0.761,-2.4832167380637977,17
0.762,-2.069853535768154,17
0.763,-1.6425776801925402,17
0.764,-1.2061342745777168,17
0.765,-0.7653634878758326,17
0.766,-0.3251455173053027,17
0.767,0.1096548961776832,17
0.768,0.5342437671960931,17
0.769,0.94395234988107,17
0.77,1.3342901855410538,17
0.771,1.7009961095767627,17
0.772,2.0400866364196024,17
0.773,2.347901171164498,17
0.774,2.6211435327471686,17
0.775,2.856919315566928,17
0.776,3.05276866389776,17
0.777,3.2066940857261006,17
0.778,3.3171829892029705,17
0.779,3.383224685059524,17
0.78,3.404321661420612,17
0.781,3.380495002743863,17
0.782,3.312283891365335,17
0.783,3.2007391975882644,17
0.784,3.04741123163809,17
0.785,2.8543317973587,17
0.786,2.6239907524806902,17
0.787,2.359307342914588,17
0.788,2.063596638093728,17
0.789,1.7405314502375382,17
0.79,1.3941001718853467,17
0.791,1.0285610125805007,17
0.792,0.6483931566326422,17
0.793,0.2582453989829186,17
0.794,-0.1371171550523182,17
0.795,-0.5328677183143349,17
0.796,-0.924173155621968,17
0.797,-1.3062493918496316,17
0.798,-1.6744162623839751,17
0.799,-2.024151180436139,17
0.8,-2.3511410091699285,17
0.801,-2.651331547068774,17
0.802,-2.920974062167425,17
0.803,-3.156668344413865,17
0.804,-3.3554017851138216,17
0.805,-3.514584037695709,17
0.806,-3.6320768644008536,17
0.807,-3.7062188283767967,17
0.808,-3.735844549407839,17
0.809,-3.7202983034840074,17
0.81,-3.659441810882959,17
0.811,-3.5536561236832074,17
0.812,-3.4038375908867766,17
0.8130000000000001,-3.211387946838006,17
0.8140000000000001,-2.978198635613673,17
0.8150000000000001,-2.706629549763196,17
0.8160000000000001,-2.399482425449901,17
0.8170000000000001,-2.059969196955919,17
0.8180000000000001,-1.6916756709737162,17
0.8190000000000001,-1.2985209344576705,17
0.8200000000000001,-0.884712958446215,17
0.8210000000000001,-0.4547009036285149,17
0.8220000000000001,-0.0131246710307884,17
0.8230000000000001,0.4352377273955968,17
0.8240000000000001,0.8855243786477988,17
0.8250000000000001,1.332844641347489,17
0.8260000000000001,1.7723346525810606,17
0.8270000000000001,2.1992125364486887,17
0.8280000000000001,2.608832685261775,17
0.8290000000000001,2.996738494889434,17
0.8300000000000001,3.3587129533697166,17
0.8310000000000001,3.690826506361928,17
0.8320000000000001,3.989481654048519,17
0.833,4.251453771344263,17
0.834,4.473927686309355,17
0.835,4.654529600005271,17
0.836,4.791353984124712,17
0.837,4.882985149962004,17
0.838,4.928513243021451,17
0.839,4.927544481090343,17
0.84,4.880205519209907,17
0.841,4.787141891912267,17
0.842,4.649510550592121,17
0.843,4.4689665811784165,17
0.844,4.247644253597418,17
0.845,3.988132619116977,17
0.846,3.6934459337985857,17
0.847,3.3669892452473387,17
0.848,3.0125195349712994,17
0.849,2.634102859311122,17
0.85,2.2360679774997965,17
0.851,1.822956995445276,17
0.852,1.3994735878331064,17
0.853,0.9704293887408316,17
0.854,0.5406891618205509,17
0.855,0.1151153750089796,17
0.856,-0.3014871885001261,17
0.857,-0.7044261517084953,17
0.858,-1.089174973997401,17
0.859,-1.4514244810791517,17
0.86,-1.7871319074195882,17
0.861,-2.092566892200679,17
0.862,-2.3643539046254665,17
0.863,-2.599510615078245,17
0.864,-2.795481774871808,17
0.865,-2.9501682185194142,17
0.866,-3.061950658072961,17
0.867,-3.1297079984409573,17
0.868,-3.1528299650603406,17
0.869,-3.131223900136044,17
0.87,-3.065315650139568,17
0.871,-2.9560445346170723,17
0.872,-2.804852453829264,17
0.873,-2.61366725956222,17
0.874,-2.3848805788466594,17
0.875,-2.121320343559624,17
0.876,-1.826218339234104,17
0.877,-1.50317314318385,17
0.878,-1.15610887461145,17
0.879,-0.7892302271120277,17
0.88,-0.4069742963669263,17
0.881,-0.0139597523568715,17
0.882,0.3850660642992544,17
0.883,0.7852815186080335,17
0.884,1.181845910002847,17
0.885,1.5699549238964778,17
0.886,1.9448956736522809,17
0.887,2.3021007053065285,17
0.888,2.637200349191731,17
0.889,2.946072821448824,17
0.89,3.224891504060599,17
0.891,3.4701688641935124,17
0.892,3.678796511939485,17
0.893,3.848080939561024,17
0.894,3.975774534564708,17
0.895,4.060101512795224,17
0.896,4.099778475644337,17
0.897,4.094029356743062,17
0.898,4.042594587454512,17
0.899,3.9457343763800137,17
0.9,3.804226065180616,17
0.901,3.619355590535864,17
0.902,3.392903149242014,17
0.903,3.127123229525962,17
0.904,2.824719235868389,17
0.905,2.488812996254381,17
0.906,2.122909499103313,17
0.907,1.7308572615047642,17
0.908,1.316804780183941,17
0.909,0.8851535612738577,17
0.91,0.4405082639679054,17
0.911,-0.0123754739726933,17
0.912,-0.4686449344580493,17
0.913,-0.923405327003918,17
0.914,-1.371775279660023,17
0.915,-1.808942180720752,17
0.916,-2.230216740705472,17
0.917,-2.631086152977322,17
