time,amp
0.208333333,0.021186413000000015
0.211111111,0.001957093000000021
0.213888889,0.10094024099999999
0.216666667,0.13721537299999997
0.219444444,-0.035642881000000015
0.222222222,0.1377048970000001
0.225,0.04726310500000008
0.227777778,0.0510193550000001
0.230555556,0.040375543999999985
0.233333333,-0.046611669999999994
0.236111111,-0.10746848200000003
0.238888889,-0.024302394000000005
0.241666667,-0.008815399000000002
0.244444444,0.056335299000000005
0.247222222,-0.075030168
0.25,-0.19409967
0.252777778,-0.10064850600000003
0.255555556,-0.17308529
0.258333333,0.005664586000000027
0.261111111,-0.09204455499999997
0.263888889,0.04750524300000003
0.266666667,-0.01097035099999999
0.269444444,-0.19165281000000012
0.272222222,-0.05508712800000004
0.275,-0.12377144099999993
0.277777778,-0.10557784999999997
0.280555556,-0.10281535500000005
0.283333333,0.04139226100000004
0.286111111,0.05220665300000005
0.288888889,-0.07334451899999994
0.291666667,-0.22039491100000003
0.294444444,-0.03018198700000002
0.297222222,0.03713034400000001
0.3,-0.056789714
0.302777778,-0.014679746999999993
0.305555556,-0.116883406
0.308333333,-0.05324255099999997
0.311111111,-0.04562925900000003
0.313888889,-0.04262428699999998
0.316666667,-0.02061015300000002
0.319444444,-0.135422516
0.322222222,-0.051626488000000026
0.325,-0.025155232000000027
0.327777778,0.13242121699999998
0.330555556,0.347759927
0.333333333,0.82704619
0.336111111,0.969791374
0.338888889,1.258597131
0.341666667,1.467384751
0.344444444,1.796857636
0.347222222,1.7197855139999998
0.35,1.639568329
0.352777778,1.399633382
0.355555556,0.909853866
0.358333333,0.629242544
0.361111111,0.256012801
0.363888889,0.023208095999999956
0.366666667,-0.250666492
0.369444444,-0.1909235079999999
0.372222222,-0.1059760059999999
0.375,0.030315593999999946
0.377777778,-0.009233264000000019
0.380555556,-0.18932972999999997
0.383333333,0.009993724999999953
0.386111111,-0.12183193300000006
0.388888889,-0.15344243199999996
0.391666667,0.15957358
0.394444444,-0.0027528210000000164
0.397222222,-0.39020051099999997
0.4,-0.078855053
0.402777778,-0.24228436799999997
0.405555556,-0.250597576
0.408333333,-0.170917504
0.411111111,-0.171832186
0.413888889,-0.326823185
0.416666667,-0.142954138
0.419444444,-0.18321358799999998
0.422222222,-0.21881591199999995
0.425,-0.24786715000000004
0.427777778,-0.09866179399999997
0.430555556,-0.06599523399999996
0.433333333,-0.09495187400000005
0.436111111,-0.268113439
0.438888889,-0.15193487100000003
0.441666667,-0.268863878
0.444444444,0.011799149000000009
0.447222222,-0.226185129
0.45,-0.207144268
0.452777778,-0.19899061099999998
0.455555556,-0.17795339499999996
0.458333333,-0.14899360999999994
0.461111111,-0.130625549
0.463888889,-0.09583394899999997
0.466666667,-0.2185828489999999
0.469444444,-0.2503568220000001
0.472222222,-0.07383323000000008
0.475,-0.0711497000000001
0.477777778,-0.22918839599999996
0.480555556,-0.05802408299999995
0.483333333,-0.19340561
0.486111111,0.033695770999999985
0.488888889,-0.22074536200000006
0.491666667,-0.07721191700000002
0.494444444,0.06719598799999998
0.497222222,0.113822653
0.5,-0.192230262
0.502777778,-0.160896488
0.505555556,-0.111303405
0.508333333,-0.154463491
0.511111111,-0.176898877
0.513888889,-0.215285815
0.516666667,-0.12542966700000002
0.519444444,-0.21915180199999995
0.522222222,0.075258818
0.525,0.006397725000000021
0.527777778,-0.008249170000000028
0.530555556,-0.014819813999999987
0.533333333,-0.06976816900000005
0.536111111,0.17687689800000006
0.538888889,-0.14031101600000007
0.541666667,0.14668808400000005
0.544444444,0.20078388700000005
0.547222222,0.12795535499999997
0.55,-0.041219361
0.552777778,0.219905514
0.555555556,0.07950884400000002
0.558333333,0.036130967000000014
0.561111111,0.22912474299999996
0.563888889,0.015749393999999972
0.566666667,0.22607711900000005
0.569444444,0.318310329
0.572222222,0.145838138
0.575,0.16962221999999993
0.577777778,0.011595345000000035
0.580555556,0.12934593799999994
0.583333333,0.17829901299999995
0.586111111,0.12880805299999998
0.588888889,0.324418742
0.591666667,0.306295934
0.594444444,0.291387304
0.597222222,0.349274492
0.6,0.263316745
0.602777778,0.14522840500000003
0.605555556,0.417661763
0.608333333,0.138443561
0.611111111,0.4719226919999999
0.613888889,0.13349718
0.616666667,0.10925869300000002
0.619444444,0.2719800710000001
0.622222222,0.1324328680000001
0.625,0.2800310320000001
0.627777778,0.012870903000000045
0.630555556,0.35574811800000006
0.633333333,0.020198904000000018
0.636111111,0.0041594679999999995
0.638888889,-0.0020033339999999678
0.641666667,0.05415909800000002
0.644444444,-0.135902069
0.647222222,-0.02414507299999999
0.65,-0.073695043
0.652777778,-0.101054432
0.655555556,-0.039762662000000004
0.658333333,-0.20127134500000005
0.661111111,-0.13699462299999998
0.663888889,-0.16623319800000003
0.666666667,-0.014694914000000003
0.669444444,-0.14133208899999994
0.672222222,-0.23890352700000006
0.675,-0.05010530000000002
0.677777778,-0.3446155040000001
0.680555556,-0.16104875499999993
0.683333333,-0.363540796
0.686111111,-0.3499971099999999
0.688888889,-0.10452988299999999
0.691666667,-0.13892054999999998
0.694444444,-0.025116864000000017
0.697222222,-0.302764215
0.7,-0.224607174
0.702777778,-0.11560127
0.705555556,-0.046385730999999986
0.708333333,-0.332066824
0.711111111,-0.08612369799999997
0.713888889,-0.23686526500000005
0.716666667,-0.030821871999999972
0.719444444,-0.03099257200000005
0.722222222,-0.285239021
0.725,-0.23841364600000003
0.727777778,-0.24880798599999998
0.730555556,-0.21039251800000003
0.733333333,-0.20223382300000003
0.736111111,-0.288382247
0.738888889,-0.199465139
0.741666667,-0.12580407299999996
0.744444444,-0.28122376
0.747222222,-0.134266403
0.75,-0.078439102
0.752777778,-0.168167057
0.755555556,-0.15694550900000004
0.758333333,-0.18074734799999997
0.761111111,-0.178433324
0.763888889,-0.189797306
0.766666667,-0.103437581
0.769444444,-0.16691327699999992
0.772222222,-0.2827846650000001
0.775,-0.09084197699999996
0.777777778,0.059067396999999966
0.780555556,-0.05944559000000005
0.783333333,-0.16612559500000001
0.786111111,-0.03966349800000002
0.788888889,-0.05479910600000004
0.791666667,-0.18131865400000002
0.794444444,0.04844729400000003
0.797222222,-0.13008684099999998
0.8,-0.082975912
0.802777778,-0.130421087
0.805555556,0.07140532900000002
0.808333333,-0.168205742
0.811111111,-0.128643524
0.813888889,-0.032437504000000006
0.816666667,-0.255567895
0.819444444,-0.17889889199999998
0.822222222,-0.12319688299999998
0.825,-0.15803227899999994
0.827777778,-0.14310129299999996
0.830555556,0.0647155399999999
0.833333333,-0.03338401400000002
0.836111111,-0.18726516199999999
0.838888889,-0.18209520099999998
0.841666667,-0.137647586
0.844444444,-0.403258752
0.847222222,-0.220066858
0.85,-0.351542839
0.852777778,-0.33356365099999996
0.855555556,-0.351128957
0.858333333,-0.12718962500000003
0.861111111,-0.270636899
0.863888889,-0.314998757
0.866666667,-0.35567442700000007
0.869444444,-0.368777774
0.872222222,-0.521939664
0.875,-0.2566652490000001
0.877777778,-0.12385448199999993
0.880555556,-0.22526554099999996
0.883333333,-0.1799847579999999
0.886111111,-0.455984429
0.888888889,-0.586503886
0.891666667,-0.302510186
0.894444444,-0.396673442
0.897222222,-0.446401135
0.9,-0.390975682
0.902777778,-0.404235947
0.905555556,-0.382675846
0.908333333,-0.190362017
0.911111111,-0.20681674
0.913888889,-0.11155444000000003
0.916666667,-0.28555461399999993
0.919444444,-0.31716352699999995
0.922222222,-0.19180022799999996
0.925,-0.4231424770000001
0.927777778,-0.303517053
0.930555556,-0.12128657099999995
0.933333333,0.06649668600000003
0.936111111,0.37702175000000004
0.938888889,0.43390536299999993
0.941666667,0.9927821150000001
0.944444444,1.079609282
0.947222222,1.5725175289999997
0.95,1.506191127
0.952777778,1.545000543
0.955555556,1.326734152
0.958333333,0.828403373
0.961111111,0.326598627
0.963888889,0.053651450000000045
0.966666667,-0.06328877499999996
0.969444444,-0.4079386770000001
0.972222222,-0.3368251339999999
0.975,-0.43891241700000005
0.977777778,-0.26238236599999987
0.980555556,-0.32903064299999996
0.983333333,-0.21419548500000007
0.986111111,-0.5409931850000002
0.988888889,-0.2664343370000001
0.991666667,-0.259225981
0.994444444,-0.349002494
0.997222222,-0.251916372
1.0,-0.418871127
1.002777778,-0.278160645
1.005555556,-0.309930098
1.008333333,-0.324378891
1.011111111,-0.325877365
1.013888889,-0.345495561
1.016666667,-0.34902101799999996
1.019444444,-0.566184533
1.022222222,-0.33052927600000004
1.025,-0.581502527
1.027777778,-0.372322633
1.030555556,-0.34673784500000004
1.033333333,-0.484298108
1.036111111,-0.17615998999999993
1.038888889,-0.32189536
1.041666667,-0.362727074
1.044444444,-0.641338815
1.047222222,-0.36291973
1.05,-0.389977609
1.052777778,-0.418826835
1.055555556,-0.40940482200000006
1.058333333,-0.21538554200000004
1.061111111,-0.439380863
1.063888889,-0.4554260079999999
1.066666667,-0.3377156590000001
1.069444444,-0.35787060800000003
1.072222222,-0.39976076000000005
1.075,-0.40400109100000003
1.077777778,-0.4216245639999999
1.080555556,-0.21642409799999995
1.083333333,-0.3595874520000001
1.086111111,-0.30280606899999996
1.088888889,-0.311410344
1.091666667,-0.267489665
1.094444444,-0.30041001399999995
1.097222222,-0.22574475799999996
1.1,-0.284319929
1.102777778,-0.274705675
1.105555556,-0.116293326
1.108333333,-0.256068498
