,time,amp
0.221,0.6129070536529762,5
0.222,0.63742398974869,5
0.223,0.6613118653236519,5
0.224,0.6845471059286886,5
0.225,0.7071067811865474,5
0.226,0.7289686274214112,5
0.227,0.7501110696304597,5
0.228,0.7705132427757893,5
0.229,0.7901550123756903,5
0.23,0.8090169943749472,5
0.231,0.827080574274562,5
0.232,0.8443279255020152,5
0.233,0.8607420270039436,5
0.234,0.8763066800438636,5
0.235,0.8910065241883681,5
0.236,0.9048270524660196,5
0.237,0.9177546256839813,5
0.238,0.9297764858882516,5
0.239,0.9408807689542256,5
0.24,0.9510565162951536,5
0.241,0.960293685676943,5
0.242,0.968583161128631,5
0.243,0.9759167619387472,5
0.244,0.9822872507286886,5
0.245,0.9876883405951375,5
0.246,0.9921147013144778,5
0.247,0.99556196460308,5
0.248,0.9980267284282716,5
0.249,0.9995065603657316,5
0.25,1.0,5
0.251,0.9995065603657316,5
0.252,0.9980267284282716,5
0.253,0.99556196460308,5
0.254,0.992114701314478,5
0.255,0.9876883405951375,5
0.256,0.9822872507286886,5
0.257,0.9759167619387472,5
0.258,0.9685831611286312,5
0.259,0.9602936856769432,5
0.26,0.9510565162951536,5
0.261,0.9408807689542256,5
0.262,0.9297764858882516,5
0.263,0.9177546256839808,5
0.264,0.9048270524660192,5
0.265,0.8910065241883676,5
0.266,0.8763066800438634,5
0.267,0.8607420270039435,5
0.268,0.8443279255020151,5
0.269,0.8270805742745619,5
0.27,0.8090169943749476,5
0.271,0.7901550123756906,5
0.272,0.7705132427757886,5
0.273,0.7501110696304589,5
0.274,0.728968627421411,5
0.275,0.7071067811865471,5
0.276,0.6845471059286884,5
0.277,0.6613118653236517,5
0.278,0.6374239897486897,5
0.279,0.6129070536529766,5
0.28,0.5877852522924734,5
0.281,0.5620833778521296,5
0.282,0.5358267949789957,5
0.283,0.5090414157503705,5
0.284,0.4817536741017146,5
0.285,0.4539904997395463,5
0.286,0.4257792915650723,5
0.287,0.3971478906347804,5
0.288,0.368124552684678,5
0.289,0.3387379202452915,5
0.29,0.3090169943749478,5
0.291,0.2789911060392298,5
0.292,0.2486898871648555,5
0.293,0.2181432413965434,5
0.294,0.1873813145857256,5
0.295,0.1564344650402321,5
0.296,0.1253332335643056,5
0.297,0.0941083133185159,5
0.298,0.0627905195293133,5
0.299,0.0314107590781284,5
0.3,3.673940397442059e-16,5
0.301,-0.0314107590781277,5
0.302,-0.0627905195293126,5
0.303,-0.0941083133185134,5
0.304,-0.1253332335643031,5
0.305,-0.1564344650402296,5
0.306,-0.1873813145857232,5
0.307,-0.2181432413965427,5
0.308,-0.2486898871648547,5
0.309,-0.278991106039229,5
0.31,-0.309016994374947,5
0.311,-0.3387379202452908,5
0.312,-0.3681245526846772,5
0.313,-0.3971478906347798,5
0.314,-0.4257792915650716,5
0.315,-0.4539904997395472,5
0.316,-0.4817536741017155,5
0.317,-0.5090414157503714,5
0.318,-0.5358267949789965,5
0.319,-0.5620833778521305,5
0.32,-0.5877852522924728,5
0.321,-0.612907053652976,5
0.322,-0.6374239897486892,5
0.323,-0.6613118653236512,5
0.324,-0.6845471059286892,5
0.325,-0.7071067811865479,5
0.326,-0.7289686274214118,5
0.327,-0.7501110696304596,5
0.328,-0.7705132427757891,5
0.329,-0.7901550123756902,5
0.33,-0.8090169943749472,5
0.331,-0.8270805742745615,5
0.332,-0.8443279255020156,5
0.333,-0.8607420270039441,5
0.334,-0.8763066800438639,5
0.335,-0.8910065241883681,5
0.336,-0.9048270524660196,5
0.337,-0.9177546256839813,5
0.338,-0.9297764858882512,5
0.339,-0.9408807689542252,5
0.34,-0.9510565162951534,5
0.341,-0.9602936856769434,5
0.342,-0.9685831611286314,5
0.343,-0.9759167619387475,5
0.344,-0.9822872507286888,5
0.345,-0.9876883405951378,5
0.346,-0.992114701314478,5
0.347,-0.99556196460308,5
0.348,-0.9980267284282716,5
0.349,-0.9995065603657316,5
0.35,-1.0,5
0.351,-0.9995065603657316,5
0.352,-0.9980267284282716,5
0.353,-0.99556196460308,5
0.354,-0.992114701314478,5
0.355,-0.987688340595138,5
0.356,-0.9822872507286888,5
0.357,-0.9759167619387478,5
0.358,-0.9685831611286312,5
0.359,-0.9602936856769432,5
0.36,-0.9510565162951538,5
0.361,-0.9408807689542256,5
0.362,-0.9297764858882516,5
0.363,-0.9177546256839816,5
0.364,-0.90482705246602,5
0.365,-0.8910065241883685,5
0.366,-0.8763066800438644,5
0.367,-0.8607420270039436,5
0.368,-0.8443279255020152,5
0.369,-0.8270805742745619,5
0.37,-0.8090169943749477,5
0.371,-0.7901550123756907,5
0.372,-0.7705132427757898,5
0.373,-0.7501110696304601,5
0.374,-0.7289686274214123,5
0.375,-0.7071067811865485,5
0.376,-0.6845471059286885,5
0.377,-0.6613118653236518,5
0.378,-0.6374239897486897,5
0.379,-0.6129070536529767,5
0.38,-0.5877852522924735,5
0.381,-0.5620833778521311,5
0.382,-0.5358267949789973,5
0.383,-0.5090414157503722,5
0.384,-0.4817536741017147,5
0.385,-0.4539904997395464,5
0.386,-0.4257792915650724,5
0.387,-0.3971478906347805,5
0.388,-0.3681245526846781,5
0.389,-0.3387379202452916,5
0.39,-0.3090169943749479,5
0.391,-0.2789911060392299,5
0.392,-0.2486898871648556,5
0.393,-0.2181432413965418,5
0.394,-0.187381314585724,5
0.395,-0.1564344650402304,5
0.396,-0.125333233564304,5
0.397,-0.0941083133185142,5
0.398,-0.0627905195293135,5
0.399,-0.0314107590781286,5
0.4,-4.898587196589413e-16,5
0.401,0.0314107590781294,5
0.402,0.0627905195293143,5
0.403,0.094108313318515,5
0.404,0.1253332335643048,5
0.405,0.1564344650402312,5
0.406,0.1873813145857248,5
0.407,0.2181432413965426,5
0.408,0.2486898871648546,5
0.409,0.2789911060392289,5
0.41,0.3090169943749486,5
0.411,0.3387379202452924,5
0.412,0.3681245526846788,5
0.413,0.3971478906347813,5
0.414,0.4257792915650731,5
0.415,0.4539904997395471,5
0.416,0.4817536741017154,5
0.417,0.5090414157503698,5
0.418,0.535826794978995,5
0.419,0.5620833778521304,5
0.42,0.5877852522924727,5
0.421,0.6129070536529759,5
0.422,0.6374239897486891,5
0.423,0.661311865323651,5
0.424,0.6845471059286877,5
0.425,0.7071067811865466,5
0.426,0.7289686274214104,5
0.427,0.7501110696304595,5
0.428,0.7705132427757891,5
0.429,0.7901550123756902,5
0.43,0.8090169943749471,5
0.431,0.8270805742745614,5
0.432,0.8443279255020146,5
0.433,0.8607420270039431,5
0.434,0.876306680043863,5
0.435,0.8910065241883672,5
0.436,0.9048270524660196,5
0.437,0.9177546256839813,5
0.438,0.9297764858882512,5
0.439,0.9408807689542252,5
0.44,0.9510565162951534,5
0.441,0.9602936856769428,5
0.442,0.9685831611286309,5
0.443,0.9759167619387472,5
0.444,0.9822872507286888,5
0.445,0.9876883405951378,5
0.446,0.992114701314478,5
0.447,0.99556196460308,5
0.448,0.9980267284282716,5
0.449,0.9995065603657316,5
0.45,1.0,5
0.451,0.9995065603657316,5
0.452,0.9980267284282716,5
0.453,0.99556196460308,5
0.454,0.9921147013144778,5
0.455,0.9876883405951375,5
0.456,0.9822872507286886,5
0.457,0.9759167619387474,5
0.458,0.9685831611286312,5
0.459,0.9602936856769432,5
0.46,0.9510565162951538,5
0.461,0.9408807689542256,5
0.462,0.9297764858882512,5
0.463,0.9177546256839808,5
0.464,0.9048270524660194,5
0.465,0.8910065241883677,5
0.466,0.8763066800438635,5
0.467,0.8607420270039436,5
0.468,0.8443279255020152,5
0.469,0.827080574274562,5
0.47,0.8090169943749467,5
0.471,0.7901550123756897,5
0.472,0.7705132427757887,5
0.473,0.7501110696304591,5
0.474,0.7289686274214111,5
0.475,0.7071067811865474,5
0.476,0.6845471059286886,5
0.477,0.6613118653236519,5
0.478,0.6374239897486899,5
0.479,0.6129070536529754,5
0.48,0.5877852522924736,5
0.481,0.5620833778521312,5
0.482,0.5358267949789974,5
0.483,0.5090414157503723,5
0.484,0.4817536741017164,5
0.485,0.4539904997395481,5
0.486,0.4257792915650741,5
0.487,0.3971478906347823,5
0.488,0.3681245526846782,5
0.489,0.3387379202452917,5
0.49,0.309016994374948,5
0.491,0.27899110603923,5
0.492,0.2486898871648557,5
0.493,0.2181432413965436,5
0.494,0.1873813145857259,5
0.495,0.1564344650402323,5
0.496,0.1253332335643041,5
0.497,0.0941083133185144,5
0.498,0.0627905195293136,5
0.499,0.0314107590781287,5
0.5,6.123233995736766e-16,5
0.501,-0.0314107590781275,5
0.502,-0.0627905195293124,5
0.503,-0.0941083133185131,5
0.504,-0.1253332335643029,5
0.505,-0.1564344650402311,5
0.506,-0.1873813145857247,5
0.507,-0.2181432413965424,5
0.508,-0.2486898871648545,5
0.509,-0.2789911060392288,5
0.51,-0.3090169943749485,5
0.511,-0.3387379202452906,5
0.512,-0.3681245526846787,5
0.513,-0.3971478906347795,5
0.514,-0.425779291565073,5
0.515,-0.4539904997395454,5
0.516,-0.4817536741017153,5
0.517,-0.5090414157503697,5
0.518,-0.5358267949789963,5
0.519,-0.5620833778521317,5
0.52,-0.5877852522924726,5
0.521,-0.6129070536529773,5
0.522,-0.637423989748689,5
0.523,-0.6613118653236523,5
0.524,-0.6845471059286876,5
0.525,-0.7071067811865477,5
0.526,-0.7289686274214128,5
0.527,-0.7501110696304595,5
0.528,-0.7705132427757901,5
0.529,-0.7901550123756901,5
0.53,-0.8090169943749481,5
0.531,-0.8270805742745614,5
0.532,-0.8443279255020155,5
0.533,-0.860742027003943,5
0.534,-0.8763066800438638,5
0.535,-0.8910065241883688,5
0.536,-0.9048270524660196,5
0.537,-0.9177546256839818,5
0.538,-0.9297764858882512,5
0.539,-0.940880768954226,5
0.54,-0.9510565162951534,5
0.541,-0.9602936856769432,5
0.542,-0.9685831611286309,5
0.543,-0.9759167619387475,5
0.544,-0.982287250728689,5
0.545,-0.9876883405951378,5
0.546,-0.992114701314478,5
0.547,-0.99556196460308,5
0.548,-0.9980267284282716,5
0.549,-0.9995065603657316,5
0.55,-1.0,5
0.551,-0.9995065603657316,5
0.552,-0.9980267284282716,5
0.553,-0.9955619646030798,5
0.554,-0.9921147013144778,5
0.555,-0.9876883405951374,5
0.556,-0.9822872507286888,5
0.557,-0.975916761938747,5
0.558,-0.9685831611286312,5
0.559,-0.9602936856769428,5
0.56,-0.9510565162951538,5
0.561,-0.9408807689542252,5
0.562,-0.9297764858882503,5
0.5630000000000001,-0.9177546256839808,5
0.5640000000000001,-0.9048270524660186,5
0.5650000000000001,-0.8910065241883678,5
0.5660000000000001,-0.8763066800438627,5
0.5670000000000001,-0.8607420270039438,5
0.5680000000000001,-0.8443279255020143,5
0.5690000000000001,-0.8270805742745622,5
0.5700000000000001,-0.8090169943749468,5
0.5710000000000001,-0.7901550123756887,5
0.5720000000000001,-0.7705132427757888,5
0.5730000000000001,-0.750111069630458,5
0.5740000000000001,-0.7289686274214113,5
0.5750000000000001,-0.7071067811865461,5
0.5760000000000001,-0.6845471059286886,5
0.577,-0.6613118653236534,5
0.578,-0.63742398974869,5
0.579,-0.6129070536529784,5
0.58,-0.5877852522924737,5
0.581,-0.5620833778521328,5
0.582,-0.5358267949789975,5
0.583,-0.5090414157503739,5
0.584,-0.4817536741017165,5
0.585,-0.4539904997395498,5
0.586,-0.4257792915650742,5
0.587,-0.3971478906347808,5
0.588,-0.36812455268468,5
0.589,-0.3387379202452918,5
0.59,-0.3090169943749498,5
0.591,-0.2789911060392301,5
0.592,-0.2486898871648575,5
0.593,-0.2181432413965437,5
0.594,-0.1873813145857278,5
0.595,-0.1564344650402324,5
0.596,-0.1253332335643042,5
0.597,-0.0941083133185162,5
0.598,-0.0627905195293137,5
0.599,-0.0314107590781306,5
0.6,-7.34788079488412e-16,5
0.601,0.0314107590781256,5
0.602,0.0627905195293122,5
0.603,0.0941083133185112,5
0.604,0.1253332335643028,5
0.605,0.156434465040231,5
0.606,0.1873813145857228,5
0.607,0.2181432413965423,5
0.608,0.2486898871648526,5
0.609,0.2789911060392287,5
0.61,0.309016994374945,5
0.611,0.3387379202452905,5
0.612,0.3681245526846752,5
0.613,0.3971478906347794,5
0.614,0.4257792915650729,5
0.615,0.4539904997395453,5
0.616,0.4817536741017152,5
0.617,0.5090414157503695,5
0.618,0.5358267949789963,5
0.619,0.5620833778521287,5
0.62,0.5877852522924725,5
0.621,0.6129070536529772,5
0.622,0.6374239897486889,5
0.623,0.6613118653236523,5
0.624,0.6845471059286876,5
0.625,0.7071067811865476,5
0.626,0.7289686274214102,5
0.627,0.7501110696304594,5
0.628,0.7705132427757878,5
0.629,0.79015501237569,5
0.63,0.809016994374948,5
0.631,0.8270805742745613,5
0.632,0.8443279255020154,5
0.633,0.860742027003943,5
0.634,0.8763066800438637,5
0.635,0.8910065241883671,5
0.636,0.9048270524660196,5
0.637,0.9177546256839804,5
0.638,0.9297764858882512,5
0.639,0.940880768954226,5
0.64,0.9510565162951532,5
0.641,0.9602936856769432,5
0.642,0.9685831611286309,5
0.643,0.9759167619387475,5
0.644,0.9822872507286884,5
0.645,0.9876883405951378,5
0.646,0.9921147013144777,5
0.647,0.99556196460308,5
0.648,0.9980267284282716,5
0.649,0.9995065603657316,5
0.65,1.0,5
0.651,0.9995065603657316,5
0.652,0.9980267284282716,5
0.653,0.99556196460308,5
0.654,0.9921147013144778,5
0.655,0.987688340595138,5
0.656,0.9822872507286888,5
0.657,0.9759167619387472,5
0.658,0.9685831611286312,5
0.659,0.9602936856769428,5
0.66,0.951056516295154,5
0.661,0.9408807689542252,5
0.662,0.9297764858882518,5
0.663,0.9177546256839808,5
0.664,0.9048270524660188,5
0.665,0.8910065241883678,5
0.666,0.8763066800438628,5
0.667,0.8607420270039438,5
0.668,0.8443279255020144,5
0.669,0.8270805742745622,5
0.67,0.8090169943749469,5
0.671,0.790155012375691,5
0.672,0.7705132427757888,5
0.673,0.750111069630458,5
0.674,0.7289686274214113,5
0.675,0.7071067811865462,5
0.676,0.6845471059286887,5
0.677,0.6613118653236507,5
0.678,0.6374239897486901,5
0.679,0.6129070536529756,5
0.68,0.5877852522924738,5
0.681,0.5620833778521299,5
0.682,0.5358267949789947,5
0.683,0.509041415750371,5
0.684,0.4817536741017135,5
0.685,0.4539904997395467,5
0.686,0.4257792915650711,5
0.687,0.3971478906347809,5
0.6880000000000001,0.3681245526846767,5
0.6890000000000001,0.338737920245292,5
0.6900000000000001,0.3090169943749465,5
0.6910000000000001,0.2789911060392268,5
0.6920000000000001,0.2486898871648542,5
0.6930000000000001,0.2181432413965404,5
0.6940000000000001,0.1873813145857244,5
0.6950000000000001,0.156434465040229,5
0.6960000000000001,0.1253332335643044,5
0.6970000000000001,0.0941083133185128,5
0.6980000000000001,0.0627905195293138,5
0.6990000000000001,0.0314107590781271,5
0.7000000000000001,-2.6954609193973537e-15,5
0.7010000000000001,-0.031410759078129,5
0.7020000000000001,-0.0627905195293157,5
0.7030000000000001,-0.0941083133185147,5
0.704,-0.1253332335643026,5
0.705,-0.1564344650402273,5
0.706,-0.1873813145857227,5
0.707,-0.2181432413965422,5
0.708,-0.2486898871648525,5
0.709,-0.2789911060392286,5
0.71,-0.3090169943749449,5
0.711,-0.3387379202452903,5
0.712,-0.3681245526846751,5
0.713,-0.3971478906347793,5
0.714,-0.4257792915650696,5
0.715,-0.4539904997395452,5
0.716,-0.4817536741017151,5
0.717,-0.5090414157503694,5
0.718,-0.5358267949789962,5
0.719,-0.5620833778521286,5
0.72,-0.5877852522924725,5
0.721,-0.6129070536529743,5
0.722,-0.6374239897486887,5
0.723,-0.6613118653236495,5
0.724,-0.6845471059286875,5
0.725,-0.7071067811865476,5
0.726,-0.7289686274214102,5
0.727,-0.7501110696304593,5
0.728,-0.7705132427757877,5
0.729,-0.79015501237569,5
0.73,-0.8090169943749459,5
0.731,-0.8270805742745613,5
0.732,-0.8443279255020134,5
0.733,-0.8607420270039429,5
0.734,-0.8763066800438637,5
0.735,-0.891006524188367,5
0.736,-0.9048270524660196,5
0.737,-0.9177546256839804,5
0.738,-0.9297764858882512,5
0.739,-0.9408807689542248,5
0.74,-0.9510565162951532,5
0.741,-0.9602936856769424,5
0.742,-0.9685831611286309,5
0.743,-0.9759167619387474,5
0.744,-0.9822872507286884,5
0.745,-0.9876883405951378,5
0.746,-0.9921147013144777,5
0.747,-0.99556196460308,5
0.748,-0.9980267284282714,5
0.749,-0.9995065603657316,5
0.75,-1.0,5
0.751,-0.9995065603657316,5
0.752,-0.9980267284282716,5
0.753,-0.99556196460308,5
0.754,-0.9921147013144778,5
0.755,-0.987688340595138,5
0.756,-0.9822872507286888,5
0.757,-0.975916761938748,5
0.758,-0.9685831611286312,5
0.759,-0.9602936856769428,5
0.76,-0.951056516295154,5
0.761,-0.9408807689542252,5
0.762,-0.929776485888252,5
0.763,-0.917754625683981,5
0.764,-0.9048270524660202,5
0.765,-0.8910065241883679,5
0.766,-0.8763066800438646,5
0.767,-0.8607420270039439,5
0.768,-0.8443279255020144,5
0.769,-0.8270805742745623,5
0.77,-0.8090169943749469,5
0.771,-0.7901550123756911,5
0.772,-0.7705132427757889,5
0.773,-0.7501110696304605,5
0.774,-0.7289686274214114,5
0.775,-0.7071067811865488,5
0.776,-0.6845471059286888,5
0.777,-0.6613118653236508,5
0.778,-0.6374239897486902,5
0.779,-0.6129070536529757,5
0.78,-0.5877852522924739,5
0.781,-0.56208337785213,5
0.782,-0.5358267949789978,5
0.783,-0.5090414157503711,5
0.784,-0.4817536741017167,5
0.785,-0.4539904997395468,5
0.786,-0.4257792915650712,5
0.787,-0.397147890634781,5
0.788,-0.3681245526846768,5
0.789,-0.3387379202452921,5
0.79,-0.3090169943749467,5
0.791,-0.2789911060392303,5
0.792,-0.2486898871648543,5
0.793,-0.218143241396544,5
0.794,-0.1873813145857245,5
0.795,-0.1564344650402292,5
0.796,-0.1253332335643045,5
0.797,-0.0941083133185129,5
0.798,-0.062790519529314,5
0.799,-0.0314107590781273,5
0.8,-9.797174393178826e-16,5
0.801,0.0314107590781289,5
0.802,0.0627905195293155,5
0.803,0.0941083133185145,5
0.804,0.1253332335643061,5
0.805,0.1564344650402307,5
0.806,0.1873813145857261,5
0.807,0.2181432413965421,5
0.808,0.2486898871648559,5
0.809,0.2789911060392285,5
0.81,0.3090169943749482,5
0.811,0.3387379202452936,5
0.812,0.3681245526846783,5
0.8130000000000001,0.3971478906347824,5
0.8140000000000001,0.4257792915650727,5
0.8150000000000001,0.4539904997395483,5
0.8160000000000001,0.481753674101715,5
0.8170000000000001,0.5090414157503724,5
0.8180000000000001,0.5358267949789961,5
0.8190000000000001,0.5620833778521314,5
0.8200000000000001,0.5877852522924751,5
0.8210000000000001,0.6129070536529769,5
0.8220000000000001,0.6374239897486914,5
0.8230000000000001,0.661311865323652,5
0.8240000000000001,0.68454710592869,5
0.8250000000000001,0.7071067811865475,5
0.8260000000000001,0.7289686274214126,5
0.8270000000000001,0.7501110696304593,5
0.8280000000000001,0.7705132427757899,5
0.8290000000000001,0.7901550123756921,5
0.8300000000000001,0.8090169943749479,5
0.8310000000000001,0.8270805742745632,5
0.8320000000000001,0.8443279255020153,5
0.833,0.8607420270039429,5
0.834,0.8763066800438619,5
0.835,0.891006524188367,5
0.836,0.904827052466018,5
0.837,0.9177546256839804,5
0.838,0.9297764858882512,5
0.839,0.9408807689542246,5
0.84,0.9510565162951532,5
0.841,0.9602936856769424,5
0.842,0.9685831611286309,5
0.843,0.9759167619387468,5
0.844,0.9822872507286884,5
0.845,0.9876883405951375,5
0.846,0.9921147013144777,5
0.847,0.99556196460308,5
0.848,0.9980267284282714,5
0.849,0.9995065603657316,5
0.85,1.0,5
0.851,0.9995065603657316,5
0.852,0.9980267284282718,5
0.853,0.99556196460308,5
0.854,0.992114701314478,5
0.855,0.987688340595138,5
0.856,0.9822872507286888,5
0.857,0.975916761938748,5
0.858,0.9685831611286312,5
0.859,0.9602936856769438,5
0.86,0.951056516295154,5
0.861,0.9408807689542265,5
0.862,0.929776485888252,5
0.863,0.917754625683981,5
0.864,0.9048270524660202,5
0.865,0.8910065241883679,5
0.866,0.8763066800438646,5
0.867,0.8607420270039439,5
0.868,0.8443279255020164,5
0.869,0.8270805742745623,5
0.87,0.8090169943749491,5
0.871,0.7901550123756912,5
0.872,0.770513242775789,5
0.873,0.7501110696304606,5
0.874,0.7289686274214116,5
0.875,0.7071067811865489,5
0.876,0.684547105928689,5
0.877,0.6613118653236536,5
0.878,0.6374239897486903,5
0.879,0.6129070536529786,5
0.88,0.587785252292474,5
0.881,0.5620833778521301,5
0.882,0.5358267949789979,5
0.883,0.5090414157503712,5
0.884,0.4817536741017168,5
0.885,0.4539904997395469,5
0.886,0.4257792915650746,5
0.887,0.3971478906347811,5
0.888,0.368124552684677,5
0.889,0.3387379202452922,5
0.89,0.3090169943749468,5
0.891,0.2789911060392305,5
0.892,0.2486898871648544,5
0.893,0.2181432413965441,5
0.894,0.1873813145857246,5
0.895,0.1564344650402328,5
0.896,0.1253332335643046,5
0.897,0.0941083133185131,5
